name,brand,category,price,size,ingredients,image_url
Baume lèvres Réparation,Le Petit Marseillais,Other,30,"4,9 g","hydrogenated polyisobutene, hydrogenated microcrystalline wax, synthetic wax, polyisobutene, polyglyceryl-3, diisostearate, caprylic/capric triglyceride, copernicia cerifera cera, disteardimonium hectorite, tocopheryl acetate, butyrospermum parkii butter, aloe barbadensis leaf juice, cera alba, maltodextrin, aqua, alcohol, citric acid, tocopherol, sodium saccharin, potassium sorbate, sodium benzoate, parfum",https://images.openbeautyfacts.org/images/products/325/124/103/4775/front_fr.7.200.jpg
Age defender,"L'Oréal, L'Oreal Luxe, Kiehl's",Other,22,75 ml,"ingredients: aqua/water, glycerin, dimethicone, alcohol denat, sucrose stearate, orbignya oleifera seed oil, 18ro01 (continued/continual continue fortsetzung auf der innseite/ continua)",https://images.openbeautyfacts.org/images/products/360/597/113/2988/front_en.7.200.jpg
Peel-off gold mask for normal skin,Maxbrands,Other,26,5 X 8 g,"aqua, polyvinyl alcohol, alcohol, glycerin, titanium dioxide, mica, iron oxides, propylene glycol, peg/ppg-17/6 copolymer, panthenol, hydrolyzed collagen, phenoxyethanol, xanthan gum, carbomer, ubiquinone, sodium hydroxide, parfum, benzyl salicylate, hexyl cinnamal, butylphenyl methylpropional",https://images.openbeautyfacts.org/images/products/871/987/419/0008/front_fr.9.200.jpg
Nettoyant 3 en 1,Logona,Other,18,100 ml,"aqua (water), alcohol denat, glycine soja (soybean) oil, glycerin, glyceryl stearate citrate, rosa damascena flower water, aloe barbadensis leaf juice, sorbitan stearate, simmondsia chinensis (jojoba) seed oil, rosa canina fruit oil, aloe barbadensis leaf juice powder, hydrolyzed jojoba esters, coco-glucoside, lauryl glucoside, glyceryl oleate, rhus verniciflua peel wax, sodium stearoyl glutamate, sucrose cocoate, xanthan gum, tocopherol, helianthus annuus (sunflower) seed oil, sodium lactate, citric acid, pca ethyl cocoyl arginate, hydrogenated palm glycerides citrate, parfum (fragrance), linalool, limonene, geraniol, benzyl salicylate, citronellol, from controlled organic cultivation, natural essential oils",https://images.openbeautyfacts.org/images/products/401/764/503/8813/front_fr.13.200.jpg
Eau micellaire,"Biolane, Biolane dermo-pédiatrie, Biopha",Other,18,500 ml,"aqua, glycerin, polysorbate 20, parfum, sodium benzoate, cetrimonium chloride, trisodium ethylenediamine disuccinate, chlorhexidine digluconate, citric acid",https://images.openbeautyfacts.org/images/products/328/601/002/6361/front_fr.5.200.jpg
Baby Lips Electro Strike a Rose,"L'Oréal, L'Oreal Consumer products, Maybelline",Other,15,"4,4 g","octyloodecanol, polybutene, petrolatum, isopropyl myristate, polyethylene, ozokerite, diisostearyl malate, butyrospermum parkii butter / shea butter, candelilla cera / candelilla wax, vp/hexadecene copolymer, alumina, aroma / flavour, limonene, synthetic fluorphlogopite, pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, tocopherol, tocopheryl acetate, calcium aluminium borosilicate, benzyl alcohol, silica, mel / honey, centella asiatica extract, linalool, citral, benzyl benzoate, calcium sodium borosilicate, polyethylene terephtalate, tin oxide, aluminium hydroxide, acrylates copolymer, dimethicone, parfum / fragrance, [+/- may contain : ci 77891 / titanium dioxide, ci 45410 / red 28 lake, ci 45380 / red 22 lake, ci 77491, ci 77492, ci 77499 / iron oxides, ci 15985 / yellow 6 lake, ci 15850 / red 7, ci 19140 / yellow 5 lake, mica, ci 42090 / blue 1 lake, ci 75470 / carmine]",https://images.openbeautyfacts.org/images/products/360/053/107/0281/front_fr.5.200.jpg
Dissolvant Extra-Doux,Miss Den,Other,26,125 ml,"ethyl acetate, isopropyl alcohol, aqua, caprylic/capric triglyceride, parfum, helianthus annuus seed oil, triethanolamine, linseed acid, tocopherol, persea gratissima fruit extract, benzyl alcohol, limonene, linalool, c1 45100",https://images.openbeautyfacts.org/images/products/303/144/944/7153/front_en.4.200.jpg
Argile verte Prête à l'emploi Montmorillonite - Illite,Cattier,Other,16,400 g,"aqua, kaolin, illite, montmorillonite, propanediol, glyceryl undecylenate",https://images.openbeautyfacts.org/images/products/328/395/001/1006/front_fr.4.200.jpg
Gel nettoyant purifiant Menthe Tea tree,Cattier,Other,16,200 ml,"aqua, mentha piperita extract, ammonium lauryl sulfate, glycerin, cocamidopropyl betaïne, sodium chloride, sodium benzoate, benzyl alcohol, phytic acid, parfum, hydrolized wheat protein, aloe barbadensis leaf extract, melaleuca alternifolia oil, mentha piperita oil, rosmarinus officinalis oil",https://images.openbeautyfacts.org/images/products/328/395/091/1238/front_fr.6.200.jpg
daily moisturizer with salicylic acid,Aveeno,Other,38,120 ml,"ingredients: water (eau), c12-15 alkyl benzoate cetearyl alcohol, dimethicone methyl gluceth-20, ppg-10 cetyl ether, bis-phenylpropyl dimethicone, arachidyl alcohol, behenyl alcohol, glycine soja (soybean) seed extract, glycerin, isoceteath-20, polyacrylamide, cetearyl glucoside, arachidyl glucoside, c13-14 lsoparaffin, ethylene/acrylic acid copolymer, salicylic acid parfum, laureth-7, disodium edta, bht, sodium hydroxide, citric acid",https://images.openbeautyfacts.org/images/products/006/260/006/1065/front_en.6.200.jpg
ultra-calming sensitive skin foaming cleanser,Aveeno,Cleanser,38,177 ml,"ingredients: water (eau), glycerin, cocamidopropyl betaine, decyl glucoside, citric acid, ppg-2 hydroxyethyl cocamide, peg-16 soy sterol, polysorbate 20, sodium lauroamphoacetate, disodium lauroamphodiacetate, phenoxyethanol, butylene glycol, sodium coco pg-dimonium chloride phosphate, sodium chloride, sodum citrate, tetrasodium edta methylparaben, xanthan gum, propy/paraben, ethylparaben, propylene glycol, chrysanthemum parthenium (feverfew) extract, sodium cocoyl amino acids, sarcosine, polasim aspartate, magnesium aspartale, sodum hydroxide",https://images.openbeautyfacts.org/images/products/006/260/006/1515/front_en.6.200.jpg
Mizellen Augen Make-Up Entferner Pads,Balea,Cleanser,18,50 pieces,"aqua, propylene glycol, aloe barbadensis leaf juice, dipropylene glycol, cocami-dopropyl betaine, polyglyceryl-4 caprate, sodium chloride, sodium citrate, citric acid, ethylhexylglycerin, sodium benzoate, potassium sorbate, parfum",https://images.openbeautyfacts.org/images/products/401/035/558/3154/front_en.4.200.jpg
Cattier lait démaquillant caresse d'herboriste,Cattier,Other,16,200 ml,"aqua, centaurea cyanus flower water, dicaprylyl carbonate, glycerin, caprylic/capric triglyceride, helianthus annuus hybrid oil, cetearyl wheat straw glycosides, cetearyl alcohol, sodium benzoate, benzyl alcohol, stearic acid, xanthan gum, tocopherol, lactic acid",https://images.openbeautyfacts.org/images/products/328/395/091/1481/front_fr.12.200.jpg
schützende Wind & Wetter Gesichtscreme,babylove,Other,30,75 ml,"aqua, helianthus annuus seed oil, prunus amygdalus dulcis oil, glycerin, caprylic/capric triglyceride, cetearyl ethylhexanoate, sorbitan oleate, polyglyceryl-3 polyricinoleate, butyrospermum parkii, panthenol, hama melis virginiana leaf extract, allantoin, tocopherol, glyceryl caprate, magnesium sulfate, magnesium stearate, propylene glycol, xanthan gum, hydrogenated castor oil, isopropyl myristate, zinc sulfate, parfum",https://images.openbeautyfacts.org/images/products/401/035/514/1934/front_de.4.200.jpg
Crème Visage Peau sèche & sensible Wake Me Up Kazidomi,Kazidomi,Other,14,110 ml,"aqua, butyrospermum parkii butter, borago officinalis seed oil, pentylene glycol, glyceryl stearate, zea mays starch, glycerin, calophyllum inophyllum seed oil, parfum, daucus carota sativa seed oil, tocopherol, xanthan gum, helianthus annuus seed oil, citral, coumarin, geraniol, limonene, linalool",https://images.openbeautyfacts.org/images/products/500/000/000/0001/front_fr.6.200.jpg
crème Visage & Corps,Le petit Olivier,Other,21,125 ml,"aqua (water), octyldodecanol, olea europaea (olive) fruit oil, behenyl alcohol, glycerin, dimethicone, glyceryl stearate, peg-100 stearate, butyrospermum parki (shea) butter, cetyl alcohol, parfum (fragrance), polyglyceryl-3 diisostearate, oryza sativa (rice) powder, acrylates/c10-30 alkyl acrylate crosspolymer, sodium benzoate, ethylhexylglyceri̇n, tetrasodium glutamate diacetate, tocopherol, citric acid",https://images.openbeautyfacts.org/images/products/354/962/001/1050/front_fr.4.200.jpg
Bain dissolvant magique,Labell,Other,22,75 ml,"ethyl acetate, alcohol denat, aqua, glycerin, parfum, prunus amygdalus dulcis oil, panthenol, propylene glycol, ci 45100",https://images.openbeautyfacts.org/images/products/325/039/182/5059/front_fr.8.200.jpg
Biotherm Anti-wrinkles sun cream,"L'Oréal, L'Oreal Luxe, Biotherm",Anti-Aging,14,50 ml,"acua/water glycerin, alcohol denat, octocrylene, ethylhexyl salicylate butyl methoxydibenzoylmethane, disopropyl sebacate dimethicone, zea mays starch/corn starch ethylhexyl triazone, propylene glycol, titanium dioxide triethanolamine, potassium cetyl phosphate parfum fragrance, drometrizole trisiloxane, synthetic wax tocopherol, stearic acid, phenoxyethanol, peg-100 stearate, palmitic acid, xanthan gum, linalool caprylyl glycol, geraniol, disodium edta, vitreoscilla ferment citral, aluminum hydroxide, glyceryl stearate, (f.l.l c1918843)",https://images.openbeautyfacts.org/images/products/361/427/042/9835/front_en.4.200.jpg
Crème de jour anti-âge Gold (Or 1%),Cien,Other,16,50 ml,"aqua (water), prunus amygdalus dulcis oil, stearic acid, ethylhexyl methoxycinnamate, butyrospermum parkii butter, isopropyl palmitate, isododecane, cetyl alcohol, hydrogenated starch hydrolysate, propylene glycol, glyceryl stearate se, ceteareth-20, sodium hyaluronate, cetearyl alcohol, sodium cetearyl sulfate, gold, polymethylsilsesquioxane, mica, cl 77891 (titanium dioxide, bht, diazolidinyl urea, iodopropynyl butylcarbamate, triethanolamine, disodium edta, citric acid, ci 77491 (iron oxide), parfum (fragrance)",https://images.openbeautyfacts.org/images/products/000/002/043/4182/front_fr.6.200.jpg
Demakup Cotton Science Fraicheur,Essity,Other,30,25 lingette,"aqua, propanediol, peg-7 glyceryl cocoate, peg-40 hydrogenated castor oil, panthenol, allantoin, sodium cottonseedamphoacetate, glycerin, sodium chloride, tocopheryl acetate, glyceryl caprylate, hydroxyacetophenone, cetrimonium bromide, disodium edta, dehydroacetic acid, sodium citrate, parfum",https://images.openbeautyfacts.org/images/products/313/320/005/3129/front_fr.8.200.jpg
Natessance Lait démaquillant Lift'Argan Argan bio et Bleuet bio,Léa Nature Laboratoire,Other,20,varies,"aqua, triticum spelta seed water, helianthus annuus (sunflower) seed oil, caprylic-capric triglyceride, coco-caprylate-caprate, glycerin, sorbitan laurate, xantha gum, centaurea cyanus (flower) water, benzyl alcohol, argania spinosa kernel oil, parfum(fragrance), sodium cocoyl glutamate, polyglyceryl-4 laurate, dehydroacetic acid, dilauryl citrate, tocopherol, sodium chloride, linalool, aloe barbandesis leaf juice powder, genraniol, limonene, citronellol",https://images.openbeautyfacts.org/images/products/351/736/000/5066/front_fr.5.200.jpg
Hello Mirror guess my age,Hema,Other,25,50 ml,"aqua, ethylhexyl salicylate, dicaprylyl carbonate, glycerin, ethylhexyl triazone, diethylamino hydroxybenzoyl hexyl benzoate, glyceryl stearate citrate, cetearyl alcohol, tocopheryl acetate, arachidyl alcohol, behenyl alcohol, arachidyl glucoside, xylitylglucoside, anhydroxylitol, xylitol, linoleic acid, argania spinosa kernel oil, prunus amygdalus dulcis oil, olea europaea fruit oil, butyrospermum parkii butter, glyceryl stearate, parfum, sodium polyacrylate, sodium hyaluronate, macadamia ternifolia seed oil, tocopherol, helianthus annuus seed oil, linolenic acid, xanthan gum, glucose, dimethicone, butylphenyl methylpropional, benzyl salicylate, linalool, alpha-isomethyl lonone, hexyl cinnamal, citronellol, geraniol, limonene, farnesol, phenoxyethanol, ethylhexylglycerin, piroctone olamine, tetrasodium iminodisuccinate, sodium hydroxide, cl 16035, ci 19140",https://images.openbeautyfacts.org/images/products/202/109/289/9998/front_fr.3.200.jpg
Lait à l'eau micellaire Démaquillant Hydra Confort,Barbara Gould,Other,22,200 ml,"aqua, ethylhexyl cocoate, glycerin, paraffinum liquidum, sorbitan stearate, ceteth-20, cetyl alcohol, prunus amygdalusdulcis oil, phenoxyethanol, zea maysstarch, melissa officinalis flower/leaf/stem water, parfum, xantham gum, sorbic acid, carbomer, sodium hydroxide, citric acid, caprylyl/capryl glucoside, sodium benzoate, potassium sorbate, tocopherol, benzyl salicylate, linalool, butylphenyl methylpropional, limonene, eugenol, citronellol, geraniol, benzyl alcohol, benzyl benzoate",https://images.openbeautyfacts.org/images/products/333/130/009/0987/front_fr.5.200.jpg
Royal Jelly Essence Mask,Vanedo,Mask,12,1 sheet,"water, glycerin, butylene glycol, portulaca oleracea extract, sodium hyaluronate, chlorphenesin, dipropylene glycol, methylparaben, phenoxyeth, anol, carbomer, triethanolamine, royal jelly extract, fragrance",https://images.openbeautyfacts.org/images/products/456/232/364/0104/front_en.11.200.jpg
TIME-FILLER Crème Absolue Correction Rides,FILORGA,Other,40,50ml,"aqua (water, eau), glycerin, butylene glycol, dicaprylyl carbonate, isododecane, hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer, squalane, methyl methacrylate crosspolymer, cetearyl isononanoate, imperata cylindrica root extract, dimethicone, dimethicone/bis-isobutyl ppg-20 crosspolymer, orbignya oleifera seed oil, sucrose palmitate, parfum (fragrance), phenoxyethanol, 2-hexanediol, propanediol, stearalkonium hectorite, glyceryl linoleate, peg-60 hydrogenated castor oil, caprylic/capric triglyceride, tocopheryl acetate, chlorphenesin, propylene carbonate, xanthan gum, polysorbate 60, sorbitan isostearate, prunus amygdalus dulcis (sweet almond) oil, sodium chloride, biosaccharide gum-1, silica, hydrogenated vegetable oil, hydroxypropyl cyclodextrin, sodium levulinate, caprylyl glycol, sodium hyaluronate, citric acid, carbomer, dipeptide diaminobutyrol benzylamide diacetate, glyceryl caprylate, potassium sorbate, sodium citrate, crithmum maritimum extract, glucose, sodium anisate, potassium chloride, calcium chloride, acrylates/c10-30 alkyl acrylate crosspolymer, magnesium sulfate, glutamine, sodium phosphate, tocopherol, palmitoyl tripeptide-38, ascorbic acid, sodium acetate, lysine hcl, arginine, alanine, histidine, valine, leucine, threonine, isoleucine, tryptophan, phenylalanine, tyrosine, glycine, polysorbate 80, serine, deoxyadenosine, cystine, cyanocobalamin, deoxycytidine, deoxyguanosine, deoxythymidine, glutathione, asparagine, aspartic acid, ornithine, glutamic acid, nicotinamide adenine dinucleotide, proline, aminobutyric acid, methionine, taurine, hydroxyproline, glucosamine, coenzyme a, glucuronolactone, sodium glucuronate, thiamine diphosphate, disodium flavine adenine dinucleotide, sodium uridine triphosphate, tocopheryl phosphate, retinyl acetate, inositol, methyl deoxycytidine, niacin, niacinamide, pyridoxal 5-phosphate, pyridoxine hcl, biotin, calcium pantothenate, folic acid, riboflavin",https://images.openbeautyfacts.org/images/products/200/000/000/2904/front_fr.4.200.jpg
Cils Demasq - Lotion fraîcheur démaquillant douceur pour les yeux,"L'Oréal, L'Oreal Consumer products, Maybelline, Gemey, Gemey Maybelline",Other,18,125 ml,"aqua/water, hexylene glycol, allantoin, centaurea cyanus extract / centaurea cyanus flower extract, ci 42090 / blue 1, disodium cocoamphodiacetate, disodium edta, magnesium laureth sulfate, magnesium laureth-8 sulfate, magnesium oleth sulfate, methylparaben, parfum/fragrance, quaternum-15, sodium benzoate, sodium chloride, sodium laureth sulfate, sodium laureth-8 sulfate, sodium oleth sulfate",https://images.openbeautyfacts.org/images/products/301/756/312/0998/front_fr.5.200.jpg
Skin Naturals Ultra Lift + Sérum Crème Soin anti-rides global 2 en 1,"L'Oréal, L'Oreal Consumer products, Garnier, Garnier Skin Naturals",Other,9,50 ml,"aqua, glycerin, pentylene glycol, neopentyl glycol diheptanoate, glyceryl stearate, dicaprylyl carbonate, acrylamide/ammonium acrylate copolymere, aluminium starch octenylsuccinate, benzyl alcohol, butyrospermum parkii butter / shea butter, caprylyl glycol, carbomer, cetyl alcohol, chlorphenesin, cyclopentasiloxane, dimethlcone, disodium edta, ethylhexylglycerin, glyceryl acrylate/acrylic acid copolymer, hexylene glycol, hydrolyzed rlce protein, linalool, palmltlc acid, panthenol, phenoxyethanol polyisobutene, polysorbate 20, retlnyl linoleate, silica, stearic acid, tocopheryl acetate, triethanolamine, xanthan gum, parfum / fragance (fil b52455/1)",https://images.openbeautyfacts.org/images/products/360/054/114/4019/front_fr.7.200.jpg
Dissolvant Soin,Monoprix,Other,37,200 ml,"ethyl acetate, isopropyl alcohol, aqua, ricinus communis seed oil, propylene glycol, parfum, panthenol",https://images.openbeautyfacts.org/images/products/335/003/168/4692/front_fr.5.200.jpg
La crème de jour,Absolution,Other,36,30 ml,"aqua (water), sesamum indicum (sesame) seed oil, glycerin, c12-16 alcohols, coco-caprylate/caprate, myristyl myristate, squalane, alcohol, palmitic acid, cera alba (beeswax), glyceryl stearate, hydrogenated lecithin, benzyl alcohol, borago officinalis seed oil, xanthan gum, aloe barbadensis leaf juice powder, mica, citrus reticulata (tangerine) peel oil, tocopherol, titanium dioxide, levulinic acid, calcium pca, sodium pca, sodium levulinate, malto dextrin, citrus aurantium amara (bitter orange) leaf/twig oil, fructose, dehydroacetic acid, camellia sinensis leaf extract, centella asiatica extract, sodium hydroxide, cucumis sativus (cucumber) fruit extract, sodium hyaluronate, citrus aurantium amara (bitter orange) flower oil, olea europaea (olive) leaf extract, citric acid, limonene, linalool°, geraniol°, farnesol°,  ingrédients issus de l'agriculture biologique,  transformés à partir d'ingrédients biologiques, ° constituants naturels des huiles essentielles",https://images.openbeautyfacts.org/images/products/370/056/230/0019/front_fr.11.200.jpg
Bubble mask,"Bubbly, Maxbrands",Other,20,3 X 7g,"aqua, methyl perfluorobutyl ether, sodium lauroyl oat amino acids, cocamidopropyl betaine, propylene glycol, glycerin, carbomer, triethanolamine, milk protein, hydrolyzed yeast extract, peg-40 hydrogenated castor oil, phenoxyethanol, parfum, methylparaben, xanthan gum, 3-o-ethyl ascorbic acid, glycyrrhiza glabra (licorice) root extract",https://images.openbeautyfacts.org/images/products/871/949/783/4952/front_fr.8.200.jpg
Eau démaquillante Yeux,Netto,Other,23,250 ml,"aqua, glycerin, decyl glucoside, peg-7 glyceryl cocoate, phenoxyethanol, sodium benzoate, sodium hydroxide, centaurea cyanus flower water, ppg-1-peg-9 lauryl glycol ether, poloxamer 188, sodium bicarbonate, parfum, tetrasodium edta, citric acid, ci 42090",https://images.openbeautyfacts.org/images/products/325/039/032/0807/front_fr.5.200.jpg
Gel nettoyant action rapide,"Biactol, Clearasil",Other,31,200 ml,"aqua, glycerin, sodium laureth sulfate, coco-glucoside, cocamidopropyl betaïne, salicylic acid, peg-200 hydrogenated glyceryl palmate, sodium chloride, laureth-4, peg-7 glyceryl cocoate, polyquaternium-43, parfum, lavendula stoechas extract, helichrysum italicum extract, cistus monspeliensis extract, sodium hydroxide, phenoxyethanol, sodium benzoate, ci 42090",https://images.openbeautyfacts.org/images/products/305/994/415/0002/front_fr.5.200.jpg
Cien Pure Cleansing Mask with zinc and white clay,Cien,Mask,16,2x 8ml,"ingredients: aqua, kaolin, glycerin, coco-glucoside, sodium acrylate/sodium acryloyldimethyl taurate copolymer, ci 77891, zinc pca, panthenol, propylene glycol, hamamelis virginiana water, allantoin, citric acid, tetrasodium edta, parfum, alcohol, caprylyl glycol, phenoxyethanol, ci 42090",https://images.openbeautyfacts.org/images/products/000/002/051/6536/front_en.6.200.jpg
Hydra-rides,Dr Pierre Ricaud,Other,25,40 ml,"aqua (water), dimethicone, isononyl isononanoate, glycerin, methylpropanediol, c14-22 alcohols, tocopheryl acetate, candelilla cera/euphorbia cerifera (candelilla) wax, stearoxytrimethylsilane, panthenol, glyceryl stearate, butyrospermum parkii (shea) butter, peg-100 stearate, sodium acrylate/sodium acryloydimethyl taurate copolymer, stearyl alcohol, dimethiconol, c12-20 alkyl glucoside, stearic acid, phenoxyethanol, benzyl alcohol, isohexadecane, parfum (fragrance), centela asiatica extract, polysorbate 80, tetrasodium edta, decarboxy carnosine hcl, sorbitan oleate, pantolactone, citric acid, glycalox",https://images.openbeautyfacts.org/images/products/361/405/146/8664/front_fr.8.200.jpg
Crème Visage et corps,Carrefour,Other,12,250 ml,"aqua, paraffinum liquidum, glycerin, cetearyl alcohol, dimethicone, glyceryl stearate, peg-100 stearate, phenoxyethanol, cetyl alcohol, peg-20 stearate, simmondsia chinensis seed oil, carbomer, sodium benzoate, parfum, potassium hydroxide, tocopheryl acetate, sodium citrate",https://images.openbeautyfacts.org/images/products/356/007/088/1673/front_fr.14.200.jpg
Mains à Croquer,L'OCCITANE en provence,Other,36,10 ml,"aqua / water, glycerin, cetearyl alcohol, helianthus annuus (sunflower) seed oil, butyrospermum parkii (shea) butter, coco-caprylate / caprate, corn starch modified, prunus amygdalus dulcis (sweet almond) oil, prunus amygdalus dulcis (sweet almond) protein, cocos nucifera (coconut) oil, hydroxyethyl acrylate / sodium acryloyldimethyl taurate copolymer, ceteareth-33, caprylyl glycol, cetyl alcohol, xanthan gum, mannitol, tocopherol, sorbitan isostearate, polysorbate 60, hydrogenated lecithin, citric acid, parfum / fragrance, limonene, linalool, coumarin",https://images.openbeautyfacts.org/images/products/325/358/147/1876/front_en.8.200.jpg
SkinActive Tonique végétal hydratant à l'extrait d'aloe,"L'Oréal, L'Oreal Consumer products, Garnier, SkinActive",Other,8,200 ml,"aqua / water (eau purifiée), alcohol denat. (betterave à sucre, canne à sucre), glycerin (soja, colza), aloe barbadensis leaf juice powder (aloe vera), vitis vinifera fruit water / grape fruit water (raisin), sodium hydroxide (*fait partie des 4% restants), sodium phytate (son de riz), caprylyl/capryl glucoside (grain de blé), salicylic acid (*fait partie des 4% restants), parfum / fragrance (*fait partie des 4% restants). (f.i.l b198916/1)",https://images.openbeautyfacts.org/images/products/360/054/206/7942/front_fr.5.200.jpg
Soin revitalisant anti-rides Nuit,Carrefour,Other,12,50 ml,"aqua, glycerin, ethylhexyl, stearate, butylene glycol, centaurea cyanus flower water, zea mays starch, cocos nucifera oil, coco-caprylate/caprate, caprylic/capric triglyceride, alcohol, stearyl alcohol, dimethicone, cetyl alcohol, sorbitan stearate, peg-100 stearate, glyceryl stearate, butyrospermum parkii butter, pyrus malus fruit extract, copernicia cerifera cera, benzyl alcohol, parfum, ammonium acryloydimethyltaurate/vp copolymer, ethylhexylglycerin, ethyl linoleate, mica, sodium hyaluronate, limnanthes alba seed oil, allantoin, tocopheryl acetate, retinyl palmitate, ci 77891, xanthan gum, helianthus annuus seed oil, tetrasodium edta, sodium benzoate, sodium hydroxide, citric acid, potassium sorbate, aphloia theiformis leaf extract, tocopherol, propyl gallate",https://images.openbeautyfacts.org/images/products/356/007/089/0514/front_fr.6.200.jpg
Eau biphase micellaire,L'Oréal,Other,14,400 ml,"aqua / water, cyclopentasiloxane, isohexadecane, potassium phosphate, sodium chloride, poloxamer 184, dipotassium phosphate, disodium edta, hexylene glycol, bht, myrtrimonium bromide, ci 60725 / violet 2, ci 61565 / green 6",https://images.openbeautyfacts.org/images/products/360/052/346/1103/front_fr.8.200.jpg
1-Minute-Thermomaske Aktivkohle!,Bioré,Mask,22,4 * 7 g,"butylene glycol, zeolite, kaolin, peg-8, methyl gluceth-20, cellulose, talc, parfum, lauryl methacrylate/glycol dimethacrylate crosspolymer, charcoal powder, dimethicone, hydroxypropylcellulose, menthol, disodium edta, bht",https://images.openbeautyfacts.org/images/products/501/763/423/7080/front_nl.6.200.jpg
Eau nettoyante micellaire au calendula apaisant,Corine de Farme,Other,33,500 ml,"aqua, glycerin, poloxamer 184, peg-40 hydrogenated castor oil, parfum, sodium benzoate, 2-hexanediol, caprylyl glycol, citric acid, calendula officinalis flower extract, sodium hydroxide",https://images.openbeautyfacts.org/images/products/346/808/010/9896/front_fr.5.200.jpg
Amande crème confort absolu,Weleda,Other,14,30 ml,"water (aqua), prunus amygdalus dulcis (sweet almond) oil, alcohol, glyceryl stearate se, hydrolyzed beeswax, prunus domestica seed oil, glycerin, xanthan gum, lactic acid",https://images.openbeautyfacts.org/images/products/359/620/953/2659/front_fr.12.200.jpg
Baume à lèvres The Emoji Movie,"The Emoji Movie, Topbrands Europe",Other,40,"4,5 g","paraffinum liquidum, ceresin, polybutene, ethylhexyl palmitate, beeswax, hydrogenated coconut oil, microcrystalline wax, tocopheryl acetate, methylparaben, propylparaben, parfum, potassium acesulfame, limonene, ci 45410",https://images.openbeautyfacts.org/images/products/871/892/487/9818/front_fr.5.200.jpg
Puhdistusgeeli,LV,Cleanser,23,150ml ℮,"aqua, sodium laureth sulfate, glyceryl oleate, coco-glucoside, peg-7 glyceryl cocoate, propylene glycol, propanediol, acrylates/steareth-20 methacrylate crosspolymer, undecylenamidopropyl betaine, allantoin, polysorbate 20, phenoxyethanol, methylparaben, ethylparaben, polyquatermnium-10, sodium chloride, sodium hydroxide, sodium benzoate",https://images.openbeautyfacts.org/images/products/641/450/430/4931/front_en.3.200.jpg
Mentos Menthe Baume à lèvres,"Amber House, Mentos",Other,15,4 g,"paraffinum liquidum, polyisobutene, ethylhexyl palmitate, ozokerite, cera alba, cera microcristallina, ricinus communis seed oil, aroma, phenoxyethanol, tocopheryl acetate, limonene",https://images.openbeautyfacts.org/images/products/506/012/898/3963/front_fr.5.200.jpg
Skin Perfection Magic Touch Instant Blur (Tinted),"L'Oréal, L'Oreal Consumer products, L'Oréal Paris",Other,8,15 ml,"cyclohexasiloxane, dimethicone, dimethicone/vinyl dimethicone crosspolymer, silica [nano] / silica, acrylates copolymer, disodium stearoyl glutamate, aluminum hydroxide, [+/- may contain ci 77891 / titanium dioxide, ci 77491, ci 77492, ci 77499 / iron oxides] (f.i.l. b160691/2)",https://images.openbeautyfacts.org/images/products/360/052/245/5967/front_fr.5.200.jpg
Ultra Doux Lèvres Baume à lèvres nourrissant Trésors de Miel,"L'Oréal, L'Oreal Consumer products, Garnier, Ultra Doux",Other,13,"4,7 ml","octyldodecanol, polybutene, petrolatum, isopropyl myristate, polyethylene, ozokerite, diisostearyl malate, butyrospermum parkii butter / shea butter, candelilla cera / candelilla wax, vp/hexadecene copolymer, pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, cera alba / beeswax, linalool, benzyl salicylate, propylene glycol, aqua / water, benzyl alcohol, mel / honey, royal jelly extract, citric acid, parfum / fragrance. (f.i.l b192906/1)",https://images.openbeautyfacts.org/images/products/360/054/195/8418/front_fr.5.200.jpg
Crème au calendula,Weleda,Other,14,75 ml,"water (aqua), sesamum lndicum (sesame) seed oil, helianthus annuus (sunflower) seed oil, lanolin, hydrolyzed beeswax, beeswax (cera flava), glyceryl linoleate, _prunus amygdalus_ dulcis (sweet almond) oil, calendula officinalis flower extract, fragrance (parfum), limonene, linalool, citronellol, benzyl alcohol*. geraniol, citral, eugenol, farnesol*. *from natural essential oils",https://images.openbeautyfacts.org/images/products/359/620/633/2825/front_fr.5.200.jpg
Visibly clear correct & perfect,"Johnson & Johnson, Neutrogena",Other,12,150 ml,"aqua, cetyl alcohol, ppg-15 stearyl ether, cellulose, glycerin, polysorbate 60, salicylic acid, steareth-21, menthyl lactate, potassium cetyl phosphate, xanthan gum, disodium edta, sodium hydroxide, bht, parfum",https://images.openbeautyfacts.org/images/products/357/466/124/4839/front_fr.7.200.jpg
Nutritive Gel nettoyant surgras,"Eau thermale Jonzac, Léa Nature",Other,15,400 ml,"aqua (eau thermale de jonzac et eau), anthemis nobilis flower water (issus de l'agriculture biologique), glycerin, caprylyl/capryl glucoside, cocamidopropyl betaine, decyl glucoside, xanthan gum, sodium levulinate, chondrus crispus (carrageenan), squalane, sodium chloride, sucrose laurate, sodium benzoate, glyceryl caprylate, glyceryl undecylenate, sodium pca, lactic acid",https://images.openbeautyfacts.org/images/products/351/736/000/3314/front_fr.6.200.jpg
