name,brand,category,price,size,ingredients,image_url
Soin confort crème visage,"Beiersdorf, Nivea, Nivea Men",Other,12,75 mL,"aqua, glycerin, cyclomethicone, tapioca starch, polyglyceryl-3 methylglucose distearate, ethylhexyl cocoate, methylpropanediol, c12-15 alkyl benzoate, cetearyl alcohol, panthenol, tocopheryl acetate, aloe barbadensis leaf juice, glyceryl glucoside, sodium carbomer, phenoxyethanol, methylparaben, limonene, linalool, parfum",https://images.openbeautyfacts.org/images/products/400/580/822/3398/front_fr.8.200.jpg
Sébium sensitive,Bioderma,Other,16,30 ml,"aqua/water/eau, glycerin, methyl methacrylate crosspolymer, dipropylene glycol, zinc gluconate, coco-caprylate/caprate, vinyl dimethicone/methicone silsesquioxane crosspolymer, caprylic/capric triglyceride, arachidyl alcohol, behenyl alcohol, polyacrylate crosspolymer-6, sodium polyacrylate, glycyrrhetinic acid, propylene glycol, arachidyl glucoside, bakuchiol, laminaria ochroleuca extract, mannitol, xylitol, sodium metabisulfite, rhamnose, ginkgo bilboa leaf extract, tocopherol, fructooligosaccharides, fragrance (parfum)",https://images.openbeautyfacts.org/images/products/340/136/010/6994/front_fr.18.200.jpg
Perles de Q10 sérum concentré,Nivea,Other,23,40 ml,"aqua, cyclomethicone, glycerin, polymethylsilsesquioxane, propylene glycol, methylpropanediol, ubiquinone, sodium hyaluronate, creatine, 1-methylhydantoin-2-imide, polyglyceryl-3 methylglucose distearate, dimethiconol, chondrus crispus powder, sodium acrylic acid/vp crosspolymer, pvm/ma copolymer, glyceryl acrylate/acrylic acid copolymer, peg-40 hydrogenated castor oil, sodium citrate, calcium chloride, 2-hexanediol, algin, sodium laureth sulfate, phenoxyethanol, alpha-isomethyl ionone, butylphenyl methylpropional, citronellol, limonene, linalool, benzyl alcohol, parfum, ci 11680, ci 12085, ci 77891",https://images.openbeautyfacts.org/images/products/400/590/010/7589/front_fr.6.200.jpg
Soin essentiel,BioKARITÉ,Other,22,250 ml,"aqua, hordeum vulgare stem water, helianthus annuus seed oil, dicaprylyl ether, glycerin, polyglyceryl-3 dicitrate/stearate, glyceryl stearate citrate, stearyl alcohol, benzyl alcohol, sodium benzoate, aroma, xanthan gum, butyrospermum parkii butter, bisabolol, citric acid, tocopherol, glycine soja oil (soybean oil), geraniol, limonene, linalool",https://images.openbeautyfacts.org/images/products/351/545/001/6527/front_fr.15.200.jpg
Pure calmille depuis 1964 since,Yves Rocher,Other,41,125 mL,"aqua, propylene glycol, vitis vinifera seed oil, hydrogenated palm kernel oil, elaeis guineensis oil, urea, myristyl myristate, glycerin, dimethicone, brassica campestris seed oil, glyceryl stearate, stearyl alcohol, stearic acid, cetyl alcohol, peg-100 stearate, paraffinum liquidum, chamomilla recutita flower extract, gossypium herbaceum seed oil, cera microcristallina, paraffin, methylparaben, parfum, xanthan gum, tocopheryl acetate, sorbic acid, allantoin, acrylates/c10-30 alkyl acrylate crosspolymer, ethylparaben, propylparaben, bht, tetrasodium edta, sodium hydroxide, linalool, citronellol, amyl cinnamal, hydroxycitronellal, benzyl benzoate, geraniol, citral, isoeugenol, alpha-isomethyl ionone",https://images.openbeautyfacts.org/images/products/000/000/002/7606/front_fr.5.200.jpg
Crème de jour cien,Cien,Other,16,100ml,"aqua, glycerin, glyceryl stearate se, isopropyl palmitate, caprylic/capric triglyceride, cetearyl alcohol, dicaprylyl ether, butylene glycol, propylene glycol, talc, phenoxyethanol, butyrospermum parkii butter, theobroma cacao seed butter, sodium cetearyl sulfate, parfum, panthenol, sodium anisate, sodium levulinate, disodium edta, allantoin, benzoic acid, dehydroacetic acid, avena strigosa seed extract, lecithin",https://images.openbeautyfacts.org/images/products/000/002/046/0907/front_fr.3.200.jpg
Le masque de pureté nettoyant,La Provençale,Other,16,100 ml,"aqua / water, kaolin, perlite, glycerin, caprylic/capric triglyceride, sucrose, cetearyl alcohol, benzyl alcohol, olea europaea fruit oil / olive fruit oil, aloe barbadensis leaf juice powder, stearic acid, stearyl alcohol, glyceryl stearate citrate, cetearyl glucoside, sodium anisate, sodium levulinate, sodium phytate, helianthus annuus seed oil, sunflower seed oil, myristic acid, palmitic acid, alcohol, xanthan gum, tocopherol, salicylic acid, linalool, geraniol, limonene, citronellol, parfum / fragrance,  ingrédients issus de l'agriculture biologique",https://images.openbeautyfacts.org/images/products/360/055/097/2153/front_fr.7.200.jpg
Hydra Bébé Crème visage,"Expanscience, Mustela, Mustela bébé",Other,36,40 ml,"aqua (water), glyceryl stearate, hydrogenated coco-glycerides, petrolatum, cyclopentasiloxane, cetyl palmitate, laureth-23, 2-hexanediol, ceteareth-20, _prunus amygdalus_ dulcis (sweet _almond_) oil, simmondsia chinensis (jojoba) seed oil, butyrospermum parkii (shea) butter, carbomer, dimethiconol, glyceryl caprylate, ceteareth-12, cetearyl alcohol, parfum (fragrance), sodium hydroxide, tocopheryl acetate, xanthan gum, tetrasodium glutamate diacetate, citric acid, pentylene glycol, persea gratissima (avocado) fruit extract",https://images.openbeautyfacts.org/images/products/350/410/801/2936/front_fr.6.200.jpg
Hydra Energetic Bille glacée Yeux anti-poches + anti-cernes,"L'Oréal, L'Oréal Men Expert",Other,38,10 ml,"aqua/water, butylene glycol, glycerin, mentha piperita extract/peppermint leaf extract, c13-14 isoparaffin, caffeine, escin, sodium hyaluronate, sodium hydroxide, palmitoyl oligopeptide, palmitoyl tetrapeptide-7, aluminium hydroxide, guanosine, ascorbyl glucoside, hydroxyproline, caprylyl glycol, laureth-7, biosaccharide gum-1, xanthan gum, panthenol, n-hydroxysuccinimide, polyacrylamide, chrysin, phenoxyethanol, mica, potassium sorbate, chlorhexidine digluconate. (f.i.l. b50697/1)",https://images.openbeautyfacts.org/images/products/360/052/166/7125/front_fr.8.200.jpg
Démaquillant Yeux Douceur,Leader Price,Other,28,150 ml,"aqua, propylene glycol, olive oil peg-7 esters, glycerin, phenoxyethanol, sodium peg-7 olive oil carboxylate, caprylyl glycol, benzyl alcohol, potassium sorbate, tetrasodium edta, panthenol, centaurea cyanus flower extract, ci 42090",https://images.openbeautyfacts.org/images/products/322/247/219/2787/front_fr.5.200.jpg
Démaquillant yeux,"Henkel, Diadermine",Other,19,125 ml,"aqua, poloxamer 184, glycerin, sorbitol, centaurea cyanus flower extract, panthenol, propylene glycol, lactic acid, peg-40 hydrogenated castor oil, trideceth-9, chitosan glycolate, tetrasodium edta, pantolactone, bht, phenoxyethanol, sodium benzoate, methylparaben, ci 42090",https://images.openbeautyfacts.org/images/products/541/009/161/4041/front_fr.5.200.jpg
Talgreducerende Crème,Kruidvat,Other,23,100 ml,"ingredients: aqua, cyclopentasiloxane, propylheptyl caprylate, butylene glycol, glycerin, coco-caprylate/caprate, aluminum starch, octenylsuccinate, polyacrylamide, c13-14 isoparaffin, enantia chlorantha bark extract, salicylic acid, oleanolic acid, trilaureth-4 phosphate, parfum, laureth-7, caprylyl glycol, phenoxyethanol, sodium anisate, sodium hydroxide, tocopherol, ci 42051",https://images.openbeautyfacts.org/images/products/871/733/359/6309/front_en.4.200.jpg
Dissolvant sans acétone,Cien,Other,16,200 ml,"ethyl acetate, alcohol denat, aqua, caprylic/capric triglyceride, parfum, octocrylene, butyl methoxydibenzoylmethane, linalool, sodium sulfate, sodium chloride, ci 16035",https://images.openbeautyfacts.org/images/products/000/002/033/6783/front_fr.7.200.jpg
BB cream radiance 9 en 1 SPF 25 - 00? très claire,Rimmel,Other,20,30 ml,"aqua/water/eau, dicaprylyl carbonate, cyclopentasiloxane, glycerin, behenyl alcohol, ethylhexyl salicylate, ethylhexyl methoxycinnamate, alcohol, isodecyl neopentanoate, butyl methoxydibenzoylmethane, butyrospermum parkii (shea) butter, methyl methacrylate crosspolymer, octocrylene, beheneth-25, glyceryl stearate, acrylates/c12-22 alkyl methacrylate copolymer, aluminum dimyristate, ascorbyl glucoside, benzyl salicylate, bht, butylphenyl methylpropional, citric acid, disodium stearoyl glutamate, glycyrrhiza glabra (licorice) root extract, hexyl cinnamal, limonene, linalool, pentylene glycol, tetrasodium edta, tocopherol, titanium dioxide (ci 77891), iron oxides (ci 77491, ci 77492, ci 77499)",https://images.openbeautyfacts.org/images/products/360/734/351/4941/front_fr.5.200.jpg
SOS Lip Repair,"Beiersdorf, Labello",Other,26,6 ml,"cera microcristallina, octyldodecanol, c18-38 alkyl hydroxystearoyl stearate, ricinus communis seed oil, paraffinum liquidum, caprylic/capric triglyceride, glycerin, panthenol, aqua, polyglyceryl-3 diisostearate, butyrospermum parkii butter, allantoin, tocopheryl acetate, menthol, hydrogenated castor oil, c20-40 alkyl stearate, cera alba, magnesium sulfate, magnesium stearate, bht, limonene, eugenol, parfum",https://images.openbeautyfacts.org/images/products/400/580/861/3380/front_fr.5.200.jpg
Trixéra+,"Eau thermale Avène, Pierre Fabre",Other,31,400 ml,"avène thermal spring water (avene aqua), water (aqua), peg-7 glyceryl cocoate, disodium laureth sulfosuccinate, coco-glucoside, disodium cocoamphodiacetate, cocamide mipa, peg-25 hydrogenated castor oil, oenothera biennis (evening primrose) oil (oenothera biennis oil), peg-120 methyl glucose dioleate, peg-200 hydrogenated glyceryl palmate, chlorphenesin, citric acid, disodium edta, glycerin, glycine soja (soybean), glycine soja (soybean) seed extract (glycine soja extract), pentylrhamnosides, phenoxyethanol",https://images.openbeautyfacts.org/images/products/328/277/917/8624/front_fr.12.200.jpg
Rénovateur Anti-Taches Nuit,"L'Oréal, L'Oreal Consumer products, Garnier",Other,10,30 ml,"aqua / water, alcohol denat, hydroxyethylpiperazine ethane sulfonic acid, propylene glycol, glycerin, glycolic acid, sodium hydroxide, algae / algae extract, ascorbyl glucoside, benzyl alcohol, benzyl salicylate, biosaccharide gum-1, hydroxyethylcellulose, limonene, linalool, peg-40 hydrogenated castor oil, ppg-26-buteth-26, parfum / fragrance. (f.i.l. b51906/1)",https://images.openbeautyfacts.org/images/products/360/054/129/5742/front_fr.6.200.jpg
Sunny smile Soin des lèvres SPF 30 Haute protection,"Doctissimo, Doctissimo parapharmacie, FDG Group",Other,28,"4,8 g","hydrogenated coconut oil, petrolatum, cera alba, hydrogenated microcristalline wax, ricinus communis seed oil, paraffinum liquidum, ethylhexyl methoxycinnamate, cera microcristallina, butyl methoxydibenzoylmethane, 4-methylbenzylidene camphor, butyrospermum parkii butter, ethylhexyl triazone, hydrogenated polydecene, titanium dioxide, helianthus annuus seed oil, oryzanol, ethyl vanillin, tocopheryl acetate, mica, allantoin, mimosa tenuiflora bark extract, bht, saccharin",https://images.openbeautyfacts.org/images/products/304/069/066/6213/front_fr.5.200.jpg
Masque Visage Revitalisant Argile Jaune,Le Petit Olivier,Other,21,75 ml,"aqua (water), illite, titanium dioxide, glycerin, cetearyl alcohol, prunus amygdalus dulcis (sweet almond) oil, decyl oleate, cetyl alcohol, citrus aurantium dulcis (orange) fruit extract, cetearyl glucoside, citrus paradisi (grapefruit) peel oil, xanthan gum, caprylyl glycol, ethylhexyl glycerin, methylisothiazolinone, tocopherol, hydrogenated palm glycerides citrate, sodium hydroxide, limonene",https://images.openbeautyfacts.org/images/products/354/962/000/9033/front_fr.5.200.jpg
Cleansing Nourishing Milk,Etos,Cleanser,32,200ml,"aqua, glycerin, prunus amygdalus dulcis oil, butyrospermum parkii butter, tocopherol acetate, panthenol, phenoxyethanol, cetearyl alcohol, hydrogenated vegetable glycerides, potassium cetyl phosphate, hydrogenated palm glycerides, xanthan gum, sclerotium gum, parfum, ethylhexylglycerin, tocopherol, helianthus annuus seed oil, citric acid, pantolactone",https://images.openbeautyfacts.org/images/products/871/019/834/6157/front_en.12.200.jpg
Accord Parfait fond de teint unifiant sur-mesure Lin,"L'Oréal, L'Oreal Consumer products, L'Oréal Paris, Accord parfait",Makeup,24,30ml,"aqua / water, dimethicone, isododecane, cyclohexasiloxane, glycerin, peg-10 dimethicone, methyl methacrylate crosspolymer, butylene glycol, pentylene glycol, synthetic fluorphlogopite, disteardimonium hectorite, hydroxyethylpiperazine ethane sulfonic acid, cetyl peg/ppg-10/1 dimethicone, sodium chloride, polyglyceryl-4 isostearate, hexyl laurate, caprylyl glycol, phenoxyethanol, disodium stearoyl glutamate, tocopherol, panthenol, aluminum hydroxide, hydroxyethyl urea, hydrated silica, methicone",https://images.openbeautyfacts.org/images/products/360/052/284/0626/front_fr.6.200.jpg
Douche 3 en 1 corps-visage-cheveux Agrumes verts,"L'Oréal, LASCAD, Ushuaia",Other,19,250 ml,"aqua/water, sodium laureth sulfate, sodium chloride, glycerin, coco-betaine, peg-60 hydrogenated castor oil, ppg-5-ceteth-20, ci 19140/yellow 5, ci 42090/blue 1, linalool, parfum/fragrance, sodium benzoate, salicylic acid, sodium hydroxide, limonene, citral, citrus nobilis peel oil/mandarin orange peel oil, citric acid, polyquaternium-10. (fil c163656/2)",https://images.openbeautyfacts.org/images/products/360/055/036/2626/front_fr.5.200.jpg
UVSKI Moyenne 20 SPF,"L'Oréal, L'Oreal Consumer products, Garnier, Garnier Ambre Solaire",Other,15,"4,7 g","ricinus communis oil / castor seed oil, isopropyl palmitate, ozokerite, ethylhexyl methoxycinnamate, polyethylene, titanium dioxide, theobroma cacao butter / cacao seed butter, butyrospermum parkii butter / shea butter, tocopherol, stearic acid, eugenol, limonene, linalool, drometrizole trisiloxane, alpha-isomethyl ionone, geraniol, citronellol, citral, aluminium hydroxide, parfum / fragrance. (f.i.l. c29365/1)",https://images.openbeautyfacts.org/images/products/321/566/076/0127/front_fr.5.200.jpg
Gaïa : crème jour à l'huile de pépins de raisin parfum muscat,"Du monde à la Provence, dmp",Other,21,40 ml,"aqua, coco-caprylate, vitis vinifera seed oil, glyceryl stearate se, glycerin, cetearyl alcohol, glyceryl stearate, vitis vinifera leaf extract, helainthus annuus seed oil, rosmarinus officinalis leaf extract, benzyl alcohol, parfum, cetyl palmitate, cocoglycerides, ethylhexylglycerin, polyacrylamide, xanthan gum, c13-14 isoparaffin, tocopheryl acetate, citric acid, laureth-7, hydroxyisohexyl 3-cyclohexene carboxaldehyde, potassium sorbate, sodium benzoate",https://images.openbeautyfacts.org/images/products/351/172/011/8601/front_fr.8.200.jpg
Derma genèse - Révélateur de jeunesse cellulaire - Lait nettoyant velours,"L'Oréal, L'Oreal Consumer products, L'Oréal Paris, L'Oréal Dermo-Expert",Other,15,200 mL,"aqua / water, butylene glycol, isohexadecane, ethylhexyl palmitate, ethylhexyl stearate, acrylates/c10-30 alkyl acrylate crosspolymer, benzyl alcohol, caprylic/capric triglyceride, capryloyl salicylic acid, caprylyl glycol, imidazolidinyl urea, methylparaben, sodium acrylates copolymer, sodium hyaluronate, parfum / fragrance. (fil b30163/1)",https://images.openbeautyfacts.org/images/products/360/052/142/5053/front_fr.9.200.jpg
Gommage visage Booster d'éclat,Bourjois,Other,15,75 mL,"aqua, glycerin, cyclopentasiloxane, helianthus annuus (sunflower) seed oil, cetearyl alcohol, polyethylene, sorbitan stearate, glyceryl stearate, peg-100 stearate, phenoxyethanol, acrylates/c10-30 alkyl acrylate crosspolymer, jojoba esters, xanthan gum, sodium hydroxide, methylparaben, hexyl cinnamal, parfum (fragrance), bambusa arundinacea stem extract, tetrasodium edta, propylene glycol, butylparaben, ethylparaben, butylphenyl methylpropional, stearic acid, limonene, linalool, isobutylparaben, propylparaben, citrus aurantium dulcis (orange) fruit extract, talc, ci 15985 (yellow 6), ci 19140 (yellow 5 lake), ci 73360 (red 30)",https://images.openbeautyfacts.org/images/products/305/250/328/1315/front_fr.7.200.jpg
Baume Lèvres Calmant,Eucerin,Other,31,10 ml,"octyldodecanol, alkyl hydroxystearoyl stearate, ricinus communis seed oil, caprylic capric triglyceride, glycerin, bis-diglyceryl polyacyladipate-2, panthenol, aqua, butylene glycol, polyglyceryl-3 diisostearate, butyrospermum parkii butter, hydrogenated castor oil, glycyrrhiza inflata root extract, calcium pantothenate, tocopheryl acetate, oenothera biennis oil, alkyl stearate  cera alba, nylon-12, magnesium stearate, magnesium sulfate, bht",https://images.openbeautyfacts.org/images/products/400/580/006/1691/front_fr.5.200.jpg
25 lingettes démaquillantes fraîcheur,Carrefour,Other,12,25 lingettes,"aqua, propylene glycol, peg-7 glyceryl cocoate, glycerin, sodium benzoate, benzyl alcohol, isopropyl palmitate, potassium sorbate, peg-40 hydrogenated castor oil, parfum, citric acid, tocopheryl acetate, allantoin, punica granatum fruit extract, sorbic acid",https://images.openbeautyfacts.org/images/products/356/007/088/2090/front_fr.5.200.jpg
Baume à lèvres 040 rose blush,Rimmel,Other,20,"3,8 g","isononyl isononanoate, bis-diglyceryl polyacyladipate-2, myristyl lactate, candelilla cera/euphorbia cerifera (candelilla) wax/cire de candelilla, ethylhexyl palmitate, castor oil/ipdi copolymer, polyethylene, triisostearyl citrate, ricinus communis (castor) seed oil, cera alba/beeswax/cire d’abeille, copernicia cerifera cera/copernicia cerifera (carnauba) wax/cire de carnauba, caprylyl glycol, polyglyceryl-3 diisostearate, parfum/fragrance, synthetic fluorphlogopite, calcium aluminum borosilicate, helianthus annuus (sunflower) seed oil, royal jelly extract, aqua/water/eau, silica, tocopherol, tin oxide, bht. [may contain/peut contenir/+/-: mica, titanium dioxide (ci 77891), d&c red no. 27 aluminum lake (ci 45410), d&c red no. 7 calcium lake (ci 15850), iron oxides (ci 77491, ci 77492, ci 77499), d&c red no. 6 barium lake (ci 15850), fd&c blue no. 1 aluminum lake (ci 42090), fd&c yellow no. 6 aluminum lake (ci 15985), d&c red no. 33 aluminum lake (ci 17200), fd&c yellow no. 5 aluminum lake (ci 19140), carmine (ci 75470)]",https://images.openbeautyfacts.org/images/products/360/734/372/2278/front_fr.5.200.jpg
Cold cream bébé,"Expanscience, Mustela",Other,26,40 ml,"aqua (water), caprylic/capric triglyceride, polyglyceryl-2-dipolyhydroxystearate, glycerin, hydrogenated coconut oil, cera alba (beeswax), butyrospermum parkii (shea) butter, helianthus annuus (sunflower) seed oil, stearalkonium hectorite, 2-hexanediol, magnesium sulfate, potassium cetyl phosphate, nylon-6, parfum (fragrance), lecithin, glyceryl caprylate, propylene carbonate, tocopheryl acetate, persea gratissima (avocado) fruit extract, ceramide 3, phytosphingosine, citric acid",https://images.openbeautyfacts.org/images/products/350/410/801/2950/front_fr.7.200.jpg
Soin lèvres sensibles,"Avène, Pierre Fabre",Other,12,2 x 4g,"mineral oil (paraffinum liquidum), ricinus communis (castor) seed oil, beeswax, hydrogenated castor oil, isopropyl palmitate, butyrospermum parkii butter, cetyl esters, cetearyl ethylhexanoate, bis-diglyceryl polyacyladipate-2, hydrogenated vegetable oil, squalane, microcrystalline wax, aluminium sucrose octasulfate, glyceryl linoleate, glyceryl oleate, glyceryl palmitate, glyceryl stearate, glycine soja oil, isopropyl myristate, stearyl glycyrrhenate, tocopherol, tocopheryl acetate",https://images.openbeautyfacts.org/images/products/328/277/007/3478/front_fr.8.200.jpg
Sérum tenseur végétal contour yeux & lèvres,"Comptoir provençal des argiles, Rosalia",Other,30,30 ml,"aqua (water), ribes nigrum (black currant) flower water, glycerin, rosa moschata (musk rose) seed oil, hydrolyzed _wheat_ protein, xanthan gum, benzyl alcohol, sodium benzoate, potassium sorbate",https://images.openbeautyfacts.org/images/products/376/002/073/3100/front_fr.6.200.jpg
Crème visage anti-âge,Kuomayé Bio,Other,26,50 ml,"aqua, glyceryl stearate, glycerin, borago officinalis seed oil, oenothera biennis oil, butyrospermum parkii butter, aloe barbadensis, sodium cetearyl sulfate, argania spinosa oil, rosa moschata oil, persea gratissima oil, simmondsia chinensis oil, _macadamia_ ternifolia seed oil, sesamum indicum oil, _prunus amygdalus_ dulcis oil, rosa damascena ditillate, calendula officinalis extract, malva sylvestris extract, parfum, potassium sorbate, sodium dehydroacetate, citric acid, limonene, geraniol, farnesol, linalol, citral",https://images.openbeautyfacts.org/images/products/376/017/112/1023/front_fr.4.200.jpg
Baume Divin,Qiriness,Other,40,125 ml,"glycerin, caprylic/capric triglyceride, aqua (water), sucrose stearate, isononyl isononanoate, methyl gluceth-20, simmondsia chinensis (jojoba) seed oil, prunus armeniaca (apricot) kernel oil, butyrospermum parkii (shea) butter, lycium barbarum fruit extract, hydrolyzed lupine protein octenylsuccinate, microcrystalline cellulose, xanthan gum, cellulose gum, phenoxyethanol, ethylhexylglycerin, 2-hexanediol, caprylyl glycol, tocopheryl acetate, chlorphenesin, peg-8, tocopherol, ascorbyl palmitate, ascorbic acid, citric acid, parfum (fragrance)",https://images.openbeautyfacts.org/images/products/376/009/676/2141/front_fr.4.200.jpg
Gommage Quotidien Aqua Rich,Cien,Other,16,150 ml,"aqua, decyl glucoside, sodium cocoamphoacetate, glycerin, cocamidopropyl betaine, bambusa arundinacea stem powder, acrylates/c10-30 alkyl acrylate crosspolymer, phenoxyethanol, propylene glycol, sodium chloride, salicylic acid, parfum, ethyhexylglycerin, sodium hydroxide, mannitol, cellulose, lecithin, avena strigosa seed extract, sodium benzotriazolyl butylphenol sulfonate, trisodium ethylenediamine disuccinate, potassium sorbate, tocopheryl acetate, hydroxypropyl methylcellulose, citric acid, hexyl cinnamal, ci 42090, ci 47005, ci 77007",https://images.openbeautyfacts.org/images/products/000/002/035/1519/front_fr.7.200.jpg
Le Wrap Exfolys,Qiriness,Other,40,75 g / 75 ml,"aqua (water), paraffin, stearic acid, oryza sativa (rice) starch, caprylic/capric triglyceride, saccharide isomerate, bisabolol, lilium candidum bulb extract, bacillus ferment, triethanolamine, glyceryl stearate, peg-100 stearate, benzyl alcohol, chlorphenesin, stearalkonium hectorite, disodium edta, propylene glycol, propylene carbonate, glycerin, peg-8, chlorhexidine digluconate, tocopherol, citric acid, sodium citrate, ascorbyl palmitate, ascorbic acid, potassium sorbate, parfum (fragrance), butylphenyl methylpropional, hexyl cinnamal, linalool, benzyl salicylate",https://images.openbeautyfacts.org/images/products/764/011/411/0887/front_fr.5.200.jpg
Eau démaquillante,"Henkel, Diadermine",Other,19,200 ml,"aqua, mentha piperita flower water (eau de menthe poivrée), glycerin, cocamidopropyl betaine, tilia platyphyllos flower water (eau florale de tilleul), sodium chloride, citric acid, vitis vinifera bud extract (extrait de bourgeon de vigne), sodium benzoate",https://images.openbeautyfacts.org/images/products/317/804/068/0876/front_fr.3.200.jpg
Men Expert Pure Power Gel Ultra-Purifiant Anti-Spots,"L'Oréal, L'Oréal Men Expert",Other,38,150 ml,"782186 6, ingredients : aqua / water, sodium laureth sulfate, decyl glucoside, glycerin, coco-betaine, salicylic acid, sodium chloride, mentha piperita extract / peppermint leaf extract, peg-150 pentaerythrityl tetrastearate, ppg-5-ceteth-20, zinc gluconate, sodium hydroxide, perlite, capryloyl salicylic acid, citric acid, trisodium ethylenediamine disuccinate, menthol, polyquaternium-47, ci 14700 / red 4, ci 42090 / blue 1, limonene, parfum / fragrance, sodium benzoate. (f.i.l. b164210/2)",https://images.openbeautyfacts.org/images/products/360/052/273/4468/front_fr.6.200.jpg
Hydra Sensitive Soin Hydratant Peaux Sensibles,"L'Oréal, L'Oréal Men Expert",Other,38,50 mL,"781303 14, aqua/water, glycerin, cyclohexasiloxane, hydrogenated polyisobutene, ammonium polyacryldimethyltauramide/ammonium polyacryloyldimethyl taurate, myristyl myristate, mentha piperita extract/peppermint leaf extract, stearic acid, potassium cetyl phosphate, calcium pantetheine sulfonate, glyceryl stearate se, manganese gluconate, sodium hydroxide, palmitic acid, magnesium gluconate, capryloyl glycine, caprylyl glycol, xanthan gum, polyphosphorylcholine glycol acrylate, acrylates copolymer, butylene glycol, linalool, limonene, parfum/fragrance. (f.i.l. b50674/1)",https://images.openbeautyfacts.org/images/products/360/052/160/2485/front_fr.9.200.jpg
Ma Jolie Peau,Omum,Other,15,40 ml,"citrus limon fruit water, aqua (water), helianthus annuus hybrid oil, glycerin, candelilla/jojoba/rice bran polyglyceryl-3 esters, glyceryl stearate, cetearyl alcohol, tapioca starch, capryloyl glycine, saccharide isomerate, alpha-glucan oligosaccharide, biosaccharide gum-1, xanthan gum, sodium levulinate, sodium stearoyl lactylate, undecylenoyl glycine, parfum (fragrance), sodium anisate, sodium hydroxide, phytic acid, tocopherol, glyceryl caprylate, phenethyl alcohol",https://images.openbeautyfacts.org/images/products/376/021/463/0185/front_fr.14.200.jpg
Dissolvant pour les ongles,Acleyor,Other,34,125 ml,"acetone, butyl acetate, ricinus communis seed oil, ci 26100",https://images.openbeautyfacts.org/images/products/370/056/840/2823/front_fr.13.200.jpg
Hydra Energetic Gel purifiant charbon magnétique,"L'Oréal, Men Expert",Other,38,150 mL,"730802 7, ingredients: aqua / water, glycerin, myristic acid, stearic acid, palmitic acid, potassium hydroxide, lauric acid, butylene glycol, sorbitol, glyceryl stearate se, peg-8, ascorbyl glucoside, charcoal powder, ci 77499 / iron oxides, citric acid, limonene, linalool, mentha piperita extract / peppermint leaf extract, methylisothiazolinone, moringa pterygosperma seed extract, polyglycerin-10, polyglyceryl-10 myristate, polyglyceryl-10 stearate, polyquaternium-4, salicylic acid, tetrasodium edta, parfum / fragrance. (f.i.l. c50508/1)",https://images.openbeautyfacts.org/images/products/360/052/205/4085/front_fr.5.200.jpg
Team Five Body Hair Face 3 Menthol Energising,Adidas,Other,27,250 ml,"aqua/water/eau, sodium laureth sulfate, cocamidopropyl betaine, parfum/fragrance, phenoxyethanol, sodium chloride, sodium benzoate, coco-glucoside, cetyl hydroxyethylcellulose, citric acid, hexyl cinnamal, panthenol, polyquaternium-7, menthol, disodium edta, propylene glycol, limonene, hydrolyzed wheat protein, butylphenyl methylpropional, citronellol, sodium hydroxide, bht, hydrated silica, sodium phosphate, fd&c blue no. 1 (ci 42090), ext. d&c violet no. 2 (ci 60730), fd&c yellow no. 5 (ci 19140)",https://images.openbeautyfacts.org/images/products/360/734/655/1349/front_fr.6.200.jpg
Lait démaquillant anti-imperfections non-gras,"Mixa, Mixa Expert, Mixa Expert Peau Sensible",Other,17,200 ml,"aqua / water, paraffinum liquidum / mineral oil, isopropyl myristate, ammonium polyacryldimethyltauramide / ammonium polyacrylolydimethyl taurate, carbomer, citric acid, disodium cocoamphodiacetate, disodium edta, glycerin, moringa pterygosperma seed extract, myrtrimonium bromide, peg-60 hydrogenated castor oil, sodium benzoate, sodium hydroxide, zinc pca, parfum / fragrance, phenoxyethanol. (f.i.l b170525/1)",https://images.openbeautyfacts.org/images/products/360/055/055/0047/front_fr.7.200.jpg
3 En 1 Nettoyant - Gommage - Masque,Lavera,Other,16,125 ml,"water (aqua), silica, glycerin, alcohol, coco-glucoside, xanthan gum, fragrance (parfum), sodium pca, titanium dioxide (ci 77891), hydrated silica, mentha piperita (peppermint) leaf extract, vitis vinifera (grape) fruit extract, salix alba (willow) bark extract, hydrogenated jojoba wax, potassium cetyl phosphate, zinc pca, chromium hydroxide green (ci 77289), menthol, citric acid, lactic acid, tartaric acid, sodium hyaluronate, linalool, limonene, citronellol, citral,  ingredients from certified organic agriculture,  natural essential oils",https://images.openbeautyfacts.org/images/products/402/145/761/7456/front_fr.12.200.jpg
Réveil Express Gel Visage Ultra Frais,"Nivea, Nivea Men",Other,18,50 ml,"aqua, glycerin, cyclomethicone, alcohol denat, ubiquinone, glyceryl glucoside, creatine, 1-methylhydantoin-2-imide, taurine, menthol, sodium acrylates/c10-30 alkyl acrylate crosspolymer, sodium carbomer, sodium polyacrylate, phenoxyethanol, methylparaben, linalool, butylphenyl methylpropional, limonene, geraniol, coumarin, parfum, ci 42090",https://images.openbeautyfacts.org/images/products/400/580/832/3814/front_fr.13.200.jpg
N°110 Gelée de beauté,"Henkel, Diadermine",Other,19,200 ml,"aqua, hexanediol, peg-7 glyceryl cocoate, ppg-20 methyl glucose ether, poloxamer 184, panthenol, parfum, acrylate crosspolymer, tetrasodium edta, benzophenone-4, ci 16035, ci 17200",https://images.openbeautyfacts.org/images/products/317/804/130/2104/front_fr.6.200.jpg
